CustomerID,recency,frequency,monetary,rfm_score,rfm_segment,segment,future_sales,predicted_future_sales
11634,97,2,39.58,341,Other,Occasional Low-Spenders,0.0,4.1339999999999995
11643,28,2,100.22,542,Loyal Customers,Occasional Low-Spenders,0.0,12.8443
11644,76,1,39.99,411,Other,Occasional Low-Spenders,2.29,6.539499999999988
11646,7,2,113.48,542,Loyal Customers,Occasional Low-Spenders,0.0,3.9383999999999997
11653,107,1,53.99,312,Other,Occasional Low-Spenders,124.97,76.52220000000004
11662,26,2,100.27,542,Loyal Customers,Occasional Low-Spenders,0.0,15.7039
11663,167,2,5948.24,245,Other,Occasional Low-Spenders,0.0,0.0
11667,28,1,53.99,512,Other,Occasional Low-Spenders,37.29,23.920434999999987
11673,151,2,191.95,242,Other,Occasional Low-Spenders,0.0,16.750600000000002
11675,173,2,5898.26,245,Other,Occasional Low-Spenders,0.0,0.0
11678,177,2,5900.55,245,Other,Occasional Low-Spenders,0.0,0.0
11681,147,1,62.98,212,Other,Occasional Low-Spenders,74.98,79.79805999999996
11684,31,1,53.99,512,Other,Occasional Low-Spenders,39.99,55.07243333333323
11685,143,1,47.94,212,Other,Occasional Low-Spenders,62.98,1.0787999999999998
11688,168,2,5967.23,245,Other,Occasional Low-Spenders,0.0,0.0
11690,97,2,5904.23,345,Other,Occasional Low-Spenders,0.0,51.666399999999996
11696,94,2,5873.26,345,Other,Occasional Low-Spenders,0.0,35.7629
11699,64,1,62.98,412,Other,Occasional Low-Spenders,59.27,15.748966666666659
11713,25,1,128.97,512,Other,Occasional Low-Spenders,62.98,38.41780000000001
11717,68,1,53.99,412,Other,Occasional Low-Spenders,138.48,24.13029999999999
11718,133,2,100.27,342,Other,Occasional Low-Spenders,0.0,52.98799999999999
11722,2,1,78.48,512,Other,Occasional Low-Spenders,74.98,61.06770000000003
11725,91,2,123.91,342,Other,Occasional Low-Spenders,0.0,10.7652
11728,51,1,34.99,411,Other,Occasional Low-Spenders,74.98,63.05905000000005
11729,5,1,124.97,512,Other,Occasional Low-Spenders,34.99,33.37499999999993
11730,82,1,99.47,412,Other,Occasional Low-Spenders,34.99,40.492599999999925
11735,158,1,74.98,212,Other,Occasional Low-Spenders,34.99,21.073600000000003
11745,89,2,5948.23,345,Other,Occasional Low-Spenders,0.0,284.98830000000004
11746,185,1,42.28,211,Other,Occasional Low-Spenders,34.99,20.761729285714274
11771,8,2,94.48,542,Loyal Customers,Occasional Low-Spenders,0.0,3.7486
11772,78,2,5913.24,445,Loyal Customers,Occasional Low-Spenders,0.0,73.0403
11778,33,2,5873.26,545,Loyal Customers,Occasional Low-Spenders,0.0,67.8072
11779,39,2,5873.26,545,Loyal Customers,Occasional Low-Spenders,0.0,454.81740000000013
11780,44,2,5973.24,445,Loyal Customers,Occasional Low-Spenders,0.0,91.22030000000001
11785,102,1,34.99,311,Other,Occasional Low-Spenders,39.99,25.552899999999976
11798,51,2,5953.25,445,Loyal Customers,Occasional Low-Spenders,0.0,101.4964
11799,53,2,5921.19,445,Loyal Customers,Occasional Low-Spenders,0.0,176.06449999999998
11803,3,1,155.47,512,Other,Occasional Low-Spenders,74.48,42.97109999999997
11804,64,1,58.98,412,Other,Occasional Low-Spenders,74.98,31.875118095238086
11810,38,2,5973.24,545,Loyal Customers,Occasional Low-Spenders,0.0,86.095
11812,44,2,5900.55,445,Loyal Customers,Occasional Low-Spenders,0.0,11.429400000000001
11813,34,2,5953.25,545,Loyal Customers,Occasional Low-Spenders,0.0,51.026900000000005
11814,39,1,58.98,512,Other,Occasional Low-Spenders,42.28,31.992900000000017
11815,158,2,5948.24,245,Other,Occasional Low-Spenders,0.0,0.0
11819,167,1,42.28,211,Other,Occasional Low-Spenders,53.99,38.41179999999993
11828,104,2,93.98,342,Other,Occasional Low-Spenders,0.0,8.3294
11829,41,2,130.94,542,Loyal Customers,Occasional Low-Spenders,0.0,5.4661
11832,164,1,74.98,212,Other,Occasional Low-Spenders,49.99,42.51949999999991
11836,101,2,69.99,342,Other,Occasional Low-Spenders,0.0,4.7674
11838,62,1,50.23,412,Other,Occasional Low-Spenders,84.98,73.78629999999984
11842,81,1,39.99,411,Other,Occasional Low-Spenders,58.98,39.14568333333334
11843,146,2,116.76,242,Other,Occasional Low-Spenders,0.0,14.1698
11847,34,1,74.98,512,Other,Occasional Low-Spenders,49.99,17.1111
11848,5,1,49.99,512,Other,Occasional Low-Spenders,42.28,54.35960000000003
11859,101,1,37.29,311,Other,Occasional Low-Spenders,34.99,18.132695476190467
11862,77,1,166.95,412,Other,Occasional Low-Spenders,42.28,45.26080000000004
11864,56,2,47.94,442,Loyal Customers,Occasional Low-Spenders,0.0,0.7281
11870,12,1,34.99,511,Other,Occasional Low-Spenders,207.28,127.54520000000011
11871,64,2,69.99,442,Loyal Customers,Occasional Low-Spenders,0.0,48.30192
11879,155,1,7.95,211,Other,Occasional Low-Spenders,99.47,85.05350000000007
11880,113,1,7.95,311,Other,Occasional Low-Spenders,42.28,42.748250000000034
11882,20,2,47.94,542,Loyal Customers,Occasional Low-Spenders,0.0,8.1534
11883,161,1,42.28,211,Other,Occasional Low-Spenders,34.99,40.95329999999993
11884,165,1,74.98,212,Other,Occasional Low-Spenders,34.99,35.75589999999991
11889,150,2,50.23,242,Other,Occasional Low-Spenders,0.0,18.111800000000002
11925,43,2,5968.23,445,Loyal Customers,Occasional Low-Spenders,0.0,95.9824
11926,44,2,47.94,442,Loyal Customers,Occasional Low-Spenders,0.0,10.6315
11933,35,2,5933.26,545,Loyal Customers,Occasional Low-Spenders,0.0,999.3958000000014
11934,52,2,5994.72,445,Loyal Customers,Occasional Low-Spenders,0.0,18.178900000000002
11935,56,1,35.0,411,Other,Occasional Low-Spenders,0.0,21.211090000000002
11936,118,1,42.28,311,Other,Occasional Low-Spenders,0.0,9.188600000000001
11937,30,2,5888.24,545,Loyal Customers,Occasional Low-Spenders,0.0,102.20479999999999
11953,173,1,22.97,211,Other,Occasional Low-Spenders,42.28,25.59275000000001
11957,170,1,48.97,212,Other,Occasional Low-Spenders,42.28,36.704500000000046
11958,46,1,74.98,412,Other,Occasional Low-Spenders,84.98,54.06389999999994
11960,4,2,74.98,542,Loyal Customers,Occasional Low-Spenders,0.0,0.0458
11970,68,1,34.99,411,Other,Occasional Low-Spenders,74.98,70.63459999999988
11973,144,2,88.96,242,Other,Occasional Low-Spenders,0.0,3.2110000000000003
11981,114,1,77.48,312,Other,Occasional Low-Spenders,42.28,35.89430000000005
11985,155,1,49.99,212,Other,Occasional Low-Spenders,39.99,38.28609999999991
12024,159,1,8.99,211,Other,Occasional Low-Spenders,74.98,49.04626666666663
12025,49,2,5910.55,445,Loyal Customers,Occasional Low-Spenders,0.0,180.57209999999998
12027,6,2,5913.24,545,Loyal Customers,Occasional Low-Spenders,0.0,24.06
12030,6,2,5970.23,545,Loyal Customers,Occasional Low-Spenders,0.0,47.681400000000004
12033,19,2,5949.23,545,Loyal Customers,Occasional Low-Spenders,0.0,270.4752
12041,31,2,5998.23,545,Loyal Customers,Occasional Low-Spenders,0.0,72.5718
12042,20,2,5975.23,545,Loyal Customers,Occasional Low-Spenders,0.0,169.33419999999998
12057,25,2,87.28,542,Loyal Customers,Occasional Low-Spenders,0.0,52.09410000000002
12059,160,2,5930.23,245,Other,Occasional Low-Spenders,0.0,0.0
12064,136,1,74.48,312,Other,Occasional Low-Spenders,47.94,38.87470000000002
12065,122,2,92.27,342,Other,Occasional Low-Spenders,0.0,13.161399999999999
12075,7,2,5933.26,545,Loyal Customers,Occasional Low-Spenders,0.0,161.2357
12078,28,2,5975.23,545,Loyal Customers,Occasional Low-Spenders,0.0,532.6180999999999
12083,152,2,5993.26,245,Other,Occasional Low-Spenders,0.0,0.0
12084,13,2,5985.21,545,Loyal Customers,Occasional Low-Spenders,0.0,30.230200000000004
12085,41,1,8.99,511,Other,Occasional Low-Spenders,99.47,24.07825000000001
12091,177,1,8.99,211,Other,Occasional Low-Spenders,74.98,70.8381999999999
12092,59,2,51.27,442,Loyal Customers,Occasional Low-Spenders,0.0,6.4784999999999995
12098,184,1,8.99,211,Other,Occasional Low-Spenders,74.98,19.145300000000002
12099,112,1,35.0,311,Other,Occasional Low-Spenders,8.99,5.146400000000001
12108,24,2,5946.2,545,Loyal Customers,Occasional Low-Spenders,0.0,215.66099999999997
12109,19,2,5930.23,545,Loyal Customers,Occasional Low-Spenders,0.0,109.7632
12115,41,2,89.98,542,Loyal Customers,Occasional Low-Spenders,0.0,2.8836
12116,132,2,5933.25,345,Other,Occasional Low-Spenders,0.0,0.0
12120,3,2,5908.26,545,Loyal Customers,Occasional Low-Spenders,0.0,71.9212
12121,3,2,5946.2,545,Loyal Customers,Occasional Low-Spenders,0.0,293.2068
12139,30,1,7.95,511,Other,Occasional Low-Spenders,94.98,76.79379999999986
12141,144,2,5979.22,245,Other,Occasional Low-Spenders,0.0,12.779000000000002
12142,152,2,5945.21,245,Other,Occasional Low-Spenders,0.0,0.0
12143,135,2,5993.26,345,Other,Occasional Low-Spenders,0.0,0.0
12144,132,1,42.28,311,Other,Occasional Low-Spenders,7.95,9.834500000000014
12149,92,1,74.98,312,Other,Occasional Low-Spenders,7.95,12.412600000000014
12155,128,2,5930.23,345,Other,Occasional Low-Spenders,0.0,11.434800000000001
12160,146,2,5945.23,245,Other,Occasional Low-Spenders,0.0,0.0
12161,145,1,198.99,212,Other,Occasional Low-Spenders,7.95,24.73389999999998
12167,141,2,5975.23,245,Other,Occasional Low-Spenders,0.0,77.9717
12168,156,1,7.95,211,Other,Occasional Low-Spenders,64.93,72.23220000000009
12176,180,1,120.0,212,Other,Occasional Low-Spenders,42.28,45.22270000000004
12178,152,2,5933.25,245,Other,Occasional Low-Spenders,0.0,0.0
12179,24,2,5913.24,545,Loyal Customers,Occasional Low-Spenders,0.0,192.5179
12180,28,2,5930.23,545,Loyal Customers,Occasional Low-Spenders,0.0,369.44380000000007
12184,136,2,5875.55,345,Other,Occasional Low-Spenders,0.0,93.33
12185,108,2,50.23,342,Other,Occasional Low-Spenders,0.0,20.5766
12192,111,1,120.0,312,Other,Occasional Low-Spenders,39.99,42.71009999999992
12198,23,2,5969.7,545,Loyal Customers,Occasional Low-Spenders,0.0,0.0
12199,46,1,120.0,412,Other,Occasional Low-Spenders,74.98,50.692499999999946
12204,40,2,119.93,542,Loyal Customers,Occasional Low-Spenders,0.0,16.460700000000003
12207,112,2,5875.55,345,Other,Occasional Low-Spenders,0.0,129.40669999999997
12208,107,2,5954.22,345,Other,Occasional Low-Spenders,0.0,339.9062000000004
12364,123,2,5898.26,345,Other,Occasional Low-Spenders,0.0,95.88189999999999
12365,56,2,53.97,442,Loyal Customers,Occasional Low-Spenders,0.0,1.5129000000000001
12366,112,1,13.98,311,Other,Occasional Low-Spenders,74.98,44.987999999999985
12413,42,1,120.0,412,Other,Occasional Low-Spenders,42.28,33.455499999999994
12414,66,1,120.0,412,Other,Occasional Low-Spenders,37.29,41.73899999999999
12418,589,1,3578.27,114,Other,Dormant Low-Value Customers,2391.45,1284.8856983333324
12419,52,1,35.0,411,Other,Occasional Low-Spenders,0.0,18.54844
12420,139,1,42.28,311,Other,Occasional Low-Spenders,0.0,31.934099999999955
12423,591,1,3578.27,114,Other,Dormant Low-Value Customers,2329.98,1534.296794365079
12436,46,1,42.28,411,Other,Occasional Low-Spenders,0.0,3.4301999999999992
12437,14,2,5983.22,545,Loyal Customers,Occasional Low-Spenders,0.0,30.230200000000004
12439,129,1,124.97,312,Other,Occasional Low-Spenders,0.0,0.5399
12448,1,2,5915.54,545,Loyal Customers,Occasional Low-Spenders,0.0,168.97549999999998
12452,1,2,5935.55,545,Loyal Customers,Occasional Low-Spenders,0.0,87.71470000000001
12453,73,1,21.98,411,Other,Occasional Low-Spenders,0.0,9.031493333333335
12454,115,1,71.95,312,Other,Occasional Low-Spenders,0.0,11.020700000000001
12457,119,1,24.27,311,Other,Occasional Low-Spenders,0.0,0.0
12531,136,1,21.98,311,Other,Occasional Low-Spenders,0.0,8.6786
12533,110,2,271.95,342,Other,Occasional Low-Spenders,0.0,13.058600000000002
12707,110,2,5948.23,345,Other,Occasional Low-Spenders,0.0,314.6035000000001
12757,120,1,106.96,312,Other,Occasional Low-Spenders,0.0,1.7634999999999996
12758,67,1,74.98,412,Other,Occasional Low-Spenders,0.0,3.5487
12759,36,1,21.98,511,Other,Occasional Low-Spenders,0.0,0.0
12761,587,1,3578.27,114,Other,Dormant Low-Value Customers,2350.96,2374.2073063095236
12764,119,2,4347.76,345,Other,Occasional Low-Spenders,0.0,816.9500000000002
12766,57,2,4417.73,445,Loyal Customers,Occasional Low-Spenders,0.0,172.0665
12769,587,1,3578.27,114,Other,Dormant Low-Value Customers,2369.97,2374.2073063095236
12772,603,1,3578.27,114,Other,Dormant Low-Value Customers,2334.97,2333.100540714285
12773,583,1,3578.27,114,Other,Dormant Low-Value Customers,2329.98,1325.9210380699856
12776,128,1,48.97,312,Other,Occasional Low-Spenders,37.29,22.373999999999988
12777,603,1,3578.27,114,Other,Dormant Low-Value Customers,2322.28,2333.100540714285
12779,609,1,3578.27,114,Other,Dormant Low-Value Customers,2401.96,2213.9665999999984
12780,589,1,3578.27,114,Other,Dormant Low-Value Customers,2362.27,1284.8856983333324
12784,591,1,3578.27,114,Other,Dormant Low-Value Customers,2406.95,1534.296794365079
12787,81,1,16.27,411,Other,Occasional Low-Spenders,37.29,6.817900000000001
12796,119,1,71.97,312,Other,Occasional Low-Spenders,0.0,3.1742000000000004
12877,49,1,29.93,411,Other,Occasional Low-Spenders,0.0,20.780966666666668
12896,124,1,44.91,311,Other,Occasional Low-Spenders,0.0,1.1896
12901,605,1,3578.27,114,Other,Dormant Low-Value Customers,2338.97,2346.2577666666666
12906,166,1,21.98,211,Other,Occasional Low-Spenders,0.0,7.110533333333334
12907,135,1,141.98,312,Other,Occasional Low-Spenders,0.0,20.117600000000003
12908,148,1,85.48,212,Other,Occasional Low-Spenders,0.0,2.1944000000000004
12912,583,1,3578.27,114,Other,Dormant Low-Value Customers,2319.99,1325.9210380699856
12913,585,1,3578.27,114,Other,Dormant Low-Value Customers,2344.26,1862.8417523809537
12915,600,1,3578.27,114,Other,Dormant Low-Value Customers,2317.92,2345.641380952382
12917,104,2,5898.26,345,Other,Occasional Low-Spenders,0.0,68.5593
12920,45,1,48.97,412,Other,Occasional Low-Spenders,56.98,37.24210000000001
12929,96,2,4820.31,345,Other,Occasional Low-Spenders,0.0,11.499600000000001
12930,101,2,4513.8425,345,Other,Occasional Low-Spenders,0.0,58.09309999999999
12938,163,1,81.46,212,Other,Occasional Low-Spenders,0.0,2.103
12941,120,2,4818.33,345,Other,Occasional Low-Spenders,0.0,17.2494
12949,569,1,2181.5625,114,Other,Dormant Low-Value Customers,2376.96,3120.6750640476184
12950,553,1,2443.35,114,Other,Dormant Low-Value Customers,2316.97,2090.220908333335
12951,125,1,30.97,311,Other,Occasional Low-Spenders,0.0,5.3151
12953,105,1,81.46,312,Other,Occasional Low-Spenders,0.0,10.8529
12954,47,2,51.27,442,Loyal Customers,Occasional Low-Spenders,0.0,9.651800000000001
12979,162,1,180.98,212,Other,Occasional Low-Spenders,0.0,18.176800000000004
12980,119,2,4552.5225,345,Other,Occasional Low-Spenders,0.0,16.1997
13014,87,1,74.98,312,Other,Occasional Low-Spenders,120.0,54.44
13015,85,2,155.0,342,Other,Occasional Low-Spenders,0.0,9.0015
13016,99,2,4813.32,345,Other,Occasional Low-Spenders,0.0,0.0
13029,19,2,2961.0425,544,Loyal Customers,Occasional Low-Spenders,0.0,197.5261
13052,88,1,30.97,311,Other,Occasional Low-Spenders,0.0,1.099
13053,147,1,76.97,212,Other,Occasional Low-Spenders,0.0,59.49731166666662
13055,566,1,2181.5625,114,Other,Dormant Low-Value Customers,902.46,1143.3580500000007
13056,573,1,2443.35,114,Other,Dormant Low-Value Customers,848.47,852.8803766666667
13062,581,1,2181.5625,114,Other,Dormant Low-Value Customers,2318.96,1501.4839519047632
13063,571,1,2443.35,114,Other,Dormant Low-Value Customers,2329.98,2335.1966116666663
13064,560,1,2181.5625,114,Other,Dormant Low-Value Customers,2397.91,2133.296253333333
13066,136,2,3033.31,344,Other,Occasional Low-Spenders,0.0,23.4396
13067,94,2,3059.31,344,Other,Occasional Low-Spenders,0.0,0.0
13069,117,2,2731.5425,344,Other,Occasional Low-Spenders,0.0,0.0
13070,136,1,56.97,312,Other,Occasional Low-Spenders,0.0,0.0
13072,33,1,120.0,512,Other,Occasional Low-Spenders,35.0,31.1301
13083,99,2,4532.5225,345,Other,Occasional Low-Spenders,0.0,0.0
13085,53,2,3089.8,444,Loyal Customers,Occasional Low-Spenders,0.0,0.0
13086,555,1,2443.35,114,Other,Dormant Low-Value Customers,2362.27,1583.8956177777777
13087,553,1,2443.35,114,Other,Dormant Low-Value Customers,2359.98,2090.220908333335
13088,551,1,2443.35,114,Other,Dormant Low-Value Customers,2316.97,1951.0715350000005
13093,100,2,4778.33,345,Other,Occasional Low-Spenders,0.0,0.0
13098,85,1,71.97,312,Other,Occasional Low-Spenders,0.0,3.0
13102,115,1,2386.94,314,Other,Occasional Low-Spenders,0.0,0.0
13146,75,1,30.97,411,Other,Occasional Low-Spenders,0.0,0.0
13153,170,1,106.96,212,Other,Occasional Low-Spenders,0.0,0.2884
13161,570,1,2181.5625,114,Other,Dormant Low-Value Customers,2341.97,3111.7488707142847
13169,57,1,71.97,412,Other,Occasional Low-Spenders,120.0,54.64694285714286
13173,104,2,4598.0125,345,Other,Occasional Low-Spenders,0.0,296.94220000000007
13174,114,2,4558.5225,345,Other,Occasional Low-Spenders,0.0,49.0408
13177,102,2,4498.5325,345,Other,Occasional Low-Spenders,0.0,73.0814
13178,107,2,4498.5325,345,Other,Occasional Low-Spenders,0.0,98.0816
13180,79,1,81.46,412,Other,Occasional Low-Spenders,120.0,75.8184
13183,126,2,195.97,342,Other,Occasional Low-Spenders,0.0,11.923800000000002
13203,117,2,4491.5325,345,Other,Occasional Low-Spenders,0.0,1758.4831999999994
13213,146,1,21.98,211,Other,Occasional Low-Spenders,0.0,2.5389000000000004
13214,568,1,2181.5625,114,Other,Dormant Low-Value Customers,2319.99,1448.272428333333
13224,70,2,4536.0325,445,Loyal Customers,Occasional Low-Spenders,0.0,38.4286
13226,575,1,2181.5625,114,Other,Dormant Low-Value Customers,2382.93,1332.769579999998
13229,29,1,21.98,511,Other,Occasional Low-Spenders,0.0,0.0
13230,84,2,4905.32,345,Other,Occasional Low-Spenders,0.0,6.6344
13233,529,1,2181.5625,114,Other,Dormant Low-Value Customers,2405.95,2431.372864285716
13234,182,1,36.96,211,Other,Occasional Low-Spenders,0.0,18.043700000000005
13235,164,1,56.97,212,Other,Occasional Low-Spenders,0.0,13.125399999999999
13243,66,2,4511.5425,445,Loyal Customers,Occasional Low-Spenders,0.0,54.897999999999996
13245,25,1,46.47,512,Other,Occasional Low-Spenders,0.0,1.0977000000000001
13248,549,1,2181.5625,114,Other,Dormant Low-Value Customers,2309.97,2238.044265000001
13269,536,1,2181.5625,114,Other,Dormant Low-Value Customers,2325.96,1331.0496242063493
13274,84,2,4837.81,345,Other,Occasional Low-Spenders,0.0,288.10499999999996
13275,172,1,21.98,211,Other,Occasional Low-Spenders,0.0,15.53186
13277,92,2,4498.5325,345,Other,Occasional Low-Spenders,0.0,0.0
13280,90,2,4558.5225,345,Other,Occasional Low-Spenders,0.0,147.12240000000003
13283,77,2,4498.5325,445,Loyal Customers,Occasional Low-Spenders,0.0,167.5142
13286,67,2,4516.5325,445,Loyal Customers,Occasional Low-Spenders,0.0,69.23859999999999
13292,67,2,4478.8425,445,Loyal Customers,Occasional Low-Spenders,0.0,781.3817600000002
13304,70,2,4612.5125,445,Loyal Customers,Occasional Low-Spenders,0.0,217.35870000000003
13305,89,1,71.97,312,Other,Occasional Low-Spenders,0.0,0.0
13308,96,1,29.93,311,Other,Occasional Low-Spenders,0.0,0.0
13310,141,1,29.93,211,Other,Occasional Low-Spenders,0.0,0.0728
13319,72,2,4647.5125,445,Loyal Customers,Occasional Low-Spenders,0.0,36.0611
13322,84,1,85.48,312,Other,Occasional Low-Spenders,0.0,2.408000000000001
13327,12,1,30.97,511,Other,Occasional Low-Spenders,0.0,9.129900000000001
13334,1,1,71.95,512,Other,Occasional Low-Spenders,0.0,2.16965
13337,56,1,180.98,412,Other,Occasional Low-Spenders,0.0,18.416900000000002
13344,91,1,80.96,312,Other,Occasional Low-Spenders,0.0,8.653999999999998
13346,91,2,4498.5325,345,Other,Occasional Low-Spenders,0.0,0.0
13351,85,2,4476.5525,345,Other,Occasional Low-Spenders,0.0,507.3525000000001
13353,526,1,2181.5625,114,Other,Dormant Low-Value Customers,2365.94,1469.2638333333337
13354,84,2,4498.5325,345,Other,Occasional Low-Spenders,0.0,0.0
13355,65,2,4558.5325,445,Loyal Customers,Occasional Low-Spenders,0.0,40.1091
13361,523,1,2443.35,114,Other,Dormant Low-Value Customers,2322.28,1802.9619999999993
13363,154,1,71.97,212,Other,Occasional Low-Spenders,0.0,7.3223
13367,90,2,4516.5325,345,Other,Occasional Low-Spenders,0.0,54.4407
